Complaint Text,Category
is the airline of the Oscars but doesnt carry ABC on Direct TV Fail now I cant watch the Oscars united,Bad Flight
this is it Last time I fly UnitedAirlines you screw up every trip now will be stuck in ord and miss work,Late Flight
I understand the intention but it pales in comparison to a day of lost wages for both my wife and I because of the delay,Lost Luggage
I need help with a missing bag,Lost Luggage
I was But I have given up,Flight Booking Problems
you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay Help,Late Flight
UA heading back to gate bc improper load if ur packing us to the gills should at least take care to load bags expecting comp,Late Flight
is the worst airlines sitting on the plane at Houstonbush airport now for an hour and a half waiting for Late Flight passengers,Late Flight
might possibly have the worst service on the planet,Customer Service Issue
deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting Neverflyunited,Customer Service Issue
Hey so many time changes for UA We going tonight or what MIA EWR,Late Flight
and that it would be sent on the next flight to Haydensteamboat HDN from Denver So Im hoping its on there,Lost Luggage
and pick it up and just bring it on the shuttle When I went to double check on that they said it was still on the concourse,Lost Luggage
I honestly couldnt tell you All I know is that originally we were going to have it brought in from the concourse,Lost Luggage
missing a day of vacation to see my husband because of this delay but stuff happens and I get that Just wish it was handled better,Late Flight
UA has now had different departure times Wtf Make up your mind,Late Flight
thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to incompetence,Customer Service Issue
why doesnt my daughter booked with my gold member miles get on the upgrade list for her flight tomorrow,Customer Service Issue
and here i thought American was bad Horrible Service Over min Late Flight No excuse,Customer Service Issue
UA IAH gt SJO is delayed by like hours Crazy,Late Flight
I dont know my flight details bc I need to explore some options which Im unable to do bc the site wont let meSeems to be ongoing,Customer Service Issue
How about free wifi when your flights delayed Only mins allowed,Late Flight
CDGLAS hours And my luggage is in SFO Ive been wearing the same clothes for hours Thank you flythefriendlyskies,Lost Luggage
this airline is a joke my friends been trapped in houston since am sat and have no flight in sight unitedworstever trappedhouston,Late Flight
how can a plane that has been sitting in a hanger all day have numerous mechanical problems Doesnt anyone actually do maintenance,Bad Flight
in the future when delay causes hour wait slept night in airport ensuring seating choice for replacement flight would be good,Late Flight
is my flight delayed It keeps changing between delayed and not If delayed is checkin time Late Flightr,Late Flight
what a long day of delays Please get us to Dallas tonight Fingers crossed winterstorm whichisworsedenordfw,Late Flight
How is it that all my flight times were changed without any official notification Almost missed my flight this morning Not cool,Late Flight
they had record of it being at Denver on the concourse prior to me gettin on the shuttle I just want to confirm its location,Lost Luggage
we needed to be at steamboat for a meeting by pm so we took a shuttle The United customer service people said the bag would be on,Lost Luggage
there is no good word for describing how angry and pissed off of a customer you have made me,Customer Service Issue
Late Flight and are huge step towards decline in service and your agents not all are as arrogant as ever UnitedAirlines,Customer Service Issue
flight to Newark stuck in the runway About to miss my connection and they are just sorry for my inconvenience,Late Flight
My flight departed late and I missed my connection,Late Flight
sitting on the runway in Newark they wont let the plane to a gate My connection boards in minute hates us all,Customer Service Issue
all other ANA ticket holders get to use the lounge too But not us Because United booked us grumpykim,Customer Service Issue
Never had a flight delayed an hour due to an unbalanced load And more delays at Great job idiots,Late Flight
you guys suck delay to get out of ers and didnt even have curtesy to let me know UnitedAirlines,Late Flight
Unfortunately had a bad experience flying with you on Saturday Inpolite crew bad delays,Flight Attendant Complaints
seriously min on the plane at bhm and now min in baggage and still no bags worstairlineever,Bad Flight
but we are on All Nippon now booked by United to replace the one we missed,Flight Booking Problems
been good yr friendly skies relationship day agent told me Im only Canadian and thus not good enough for military preboard,Flight Attendant Complaints
yes was trying to upgrade my seat Now there are no available spots,Customer Service Issue
What made you come to this Can we help you with anything JP the service just hasnt been great,Customer Service Issue
